user_id,activity,timestamp,acc_x,acc_y,acc_z
1,Standing,1499193311902,-7.835,0.052,0.113
1,Standing,1499193311952,-7.808,0.044,0.146
1,Standing,1499193311998,-7.763,0.021,0.171
1,Standing,1499193312047,-7.806,0.035,0.136
1,Standing,1499193312096,-7.779,0.042,0.136
1,Standing,1499193312145,-7.757,0.064,0.14
1,Standing,1499193312194,-7.81,0.042,0.154
1,Standing,1499193312242,-7.75,0.058,0.14
1,Standing,1499193312291,-7.775,0.039,0.158
1,Standing,1499193312340,-7.763,0.054,0.136
1,Standing,1499193312389,-7.794,0.048,0.119
1,Standing,1499193312439,-7.761,0.048,0.13
1,Standing,1499193312487,-7.808,0.011,0.085
1,Standing,1499193312536,-7.81,0.048,0.115
1,Standing,1499193312584,-7.808,0.048,0.138
1,Standing,1499193312634,-7.761,0.021,0.152
1,Standing,1499193312683,-7.804,0.056,0.179
1,Standing,1499193312732,-7.787,0.058,0.132
1,Standing,1499193312780,-7.781,0.042,0.13
1,Standing,1499193312828,-7.785,0.027,0.162
1,Standing,1499193312877,-7.818,0.056,0.125
1,Standing,1499193312926,-7.775,0.037,0.164
1,Standing,1499193312976,-7.761,0.039,0.146
1,Standing,1499193313024,-7.781,0.042,0.146
1,Standing,1499193313072,-7.8,0.042,0.138
1,Standing,1499193313121,-7.785,0.052,0.193
1,Standing,1499193313171,-7.789,0.052,0.156
1,Standing,1499193313219,-7.792,0.048,0.179
1,Standing,1499193313268,-7.779,-0.017,0.156
1,Standing,1499193313318,-7.787,0.031,0.158
1,Standing,1499193313365,-7.794,0.037,0.119
1,Standing,1499193313414,-7.755,0.007,0.14
1,Standing,1499193313464,-7.798,0.019,0.105
1,Standing,1499193313514,-7.802,0.072,0.126
1,Standing,1499193313561,-7.814,0.05,0.197
1,Standing,1499193313609,-7.785,0.041,0.166
1,Standing,1499193313658,-7.791,0.058,0.119
1,Standing,1499193313707,-7.773,0.037,0.134
1,Standing,1499193313756,-7.742,0.06,0.152
1,Standing,1499193313805,-7.744,0.039,0.162
1,Standing,1499193313854,-7.779,0.039,0.15
1,Standing,1499193313902,-7.767,0.029,0.144
1,Standing,1499193313952,-7.792,0.05,0.15
1,Standing,1499193314002,-7.796,0.027,0.138
1,Standing,1499193314051,-7.775,0.039,0.156
1,Standing,1499193314099,-7.792,0.054,0.142
1,Standing,1499193314148,-7.804,0.015,0.167
1,Standing,1499193314195,-7.781,0.078,0.154
1,Standing,1499193314245,-7.798,0.029,0.171
1,Standing,1499193314293,-7.761,0.044,0.162
1,Standing,1499193314342,-7.757,0.048,0.115
1,Standing,1499193314391,-7.802,0.023,0.132
1,Standing,1499193314440,-7.763,0.074,0.189
1,Standing,1499193314489,-7.806,0.019,0.152
1,Standing,1499193314538,-7.816,0.046,0.152
1,Standing,1499193314588,-7.837,0.052,0.134
1,Standing,1499193314635,-7.804,0.054,0.125
1,Standing,1499193314684,-7.796,0.052,0.121
1,Standing,1499193314733,-7.748,0.001,0.164
1,Standing,1499193314783,-7.828,0.046,0.203
1,Standing,1499193314832,-7.789,0.042,0.13
1,Standing,1499193314879,-7.802,0.052,0.111
1,Standing,1499193314928,-7.792,0.044,0.107
1,Standing,1499193314977,-7.775,0.011,0.138
1,Standing,1499193315025,-7.804,0.06,0.115
1,Standing,1499193315075,-7.816,0.041,0.181
1,Standing,1499193315123,-7.806,0.056,0.173
1,Standing,1499193315172,-7.787,0.027,0.105
1,Standing,1499193315222,-7.802,0.039,0.125
1,Standing,1499193315270,-7.785,0.017,0.126
1,Standing,1499193315319,-7.785,0.044,0.115
1,Standing,1499193315367,-7.83,0.023,0.138
1,Standing,1499193315416,-7.822,0.05,0.14
1,Standing,1499193315465,-7.792,0.052,0.181
1,Standing,1499193315514,-7.783,0.042,0.167
1,Standing,1499193315563,-7.765,0.031,0.136
1,Standing,1499193315612,-7.828,0.058,0.142
1,Standing,1499193315660,-7.8,0.072,0.16
1,Standing,1499193315709,-7.841,0.046,0.128
1,Standing,1499193315759,-7.773,0.003,0.128
1,Standing,1499193315807,-7.767,0.033,0.158
1,Standing,1499193315856,-7.802,0.064,0.175
1,Standing,1499193315905,-7.779,0.048,0.132
1,Standing,1499193315953,-7.814,0.031,0.14
1,Standing,1499193316002,-7.785,0.046,0.173
1,Standing,1499193316051,-7.796,0.037,0.128
1,Standing,1499193316100,-7.82,0.021,0.152
1,Standing,1499193316149,-7.8,0.068,0.146
1,Standing,1499193316197,-7.802,0.054,0.152
1,Standing,1499193316247,-7.787,0.037,0.121
1,Standing,1499193316297,-7.791,0.015,0.15
1,Standing,1499193316344,-7.818,0.058,0.158
1,Standing,1499193316393,-7.773,0.044,0.185
1,Standing,1499193316442,-7.765,0.029,0.123
1,Standing,1499193316490,-7.783,0.044,0.117
1,Standing,1499193316539,-7.802,0.033,0.132
1,Standing,1499193316588,-7.804,0.052,0.205
1,Standing,1499193316637,-7.765,0.019,0.15
1,Standing,1499193316686,-7.773,0.042,0.093
1,Standing,1499193316735,-7.785,0.029,0.205
1,Standing,1499193316783,-7.789,0.033,0.146
1,Standing,1499193316833,-7.802,0.05,0.169
1,Standing,1499193316881,-7.777,0.048,0.146
1,Standing,1499193316930,-7.769,0.06,0.177
1,Standing,1499193316979,-7.804,0.042,0.142
1,Standing,1499193317028,-7.779,-0.007,0.13
1,Standing,1499193317076,-7.781,0.046,0.132
1,Standing,1499193317125,-7.82,0.052,0.082
1,Standing,1499193317174,-7.794,0.066,0.121
1,Standing,1499193317223,-7.783,0.035,0.148
1,Standing,1499193317273,-7.787,0.029,0.134
1,Standing,1499193317320,-7.769,0.064,0.152
1,Standing,1499193317371,-7.796,0.048,0.111
1,Standing,1499193317419,-7.771,0.066,0.152
1,Standing,1499193317467,-7.814,0.062,0.109
1,Standing,1499193317516,-7.808,0,0.154
1,Standing,1499193317565,-7.814,0.056,0.152
1,Standing,1499193317614,-7.83,0.044,0.156
1,Standing,1499193317663,-7.806,0.041,0.121
1,Standing,1499193317711,-7.82,0.05,0.128
1,Standing,1499193317760,-7.785,0.044,0.121
1,Standing,1499193317810,-7.781,0.064,0.113
1,Standing,1499193317857,-7.72,0.05,0.117
1,Standing,1499193317907,-7.789,0.039,0.22
1,Standing,1499193317956,-7.796,0.015,0.103
1,Standing,1499193318005,-7.785,-0.001,0.15
1,Standing,1499193318053,-7.773,0.039,0.14
1,Standing,1499193318102,-7.789,0.042,0.148
1,Standing,1499193318151,-7.785,0.001,0.146
1,Standing,1499193318199,-7.806,0.029,0.148
1,Standing,1499193318249,-7.785,0.044,0.158
1,Standing,1499193318297,-7.775,0.023,0.136
1,Standing,1499193318346,-7.757,0.054,0.132
1,Standing,1499193318396,-7.833,0.072,0.169
1,Standing,1499193318443,-7.802,0.064,0.156
1,Standing,1499193318493,-7.785,0.039,0.148
1,Standing,1499193318541,-7.794,0.044,0.128
1,Standing,1499193318590,-7.783,0.058,0.173
1,Standing,1499193318639,-7.785,0.023,0.181
1,Standing,1499193318687,-7.791,0.062,0.16
1,Standing,1499193318736,-7.781,0.062,0.126
1,Standing,1499193318786,-7.814,0.031,0.162
1,Standing,1499193318834,-7.775,0.056,0.148
1,Standing,1499193318883,-7.781,0.029,0.134
1,Standing,1499193318931,-7.792,0.005,0.144
1,Standing,1499193318981,-7.806,0.025,0.142
